,Address,Postcode,Phone Number,Description,Website,Facilities,Name,Time-Location,Days,Times,Location,GoogleLoc,ValidGoogleLoc,Latitude,Longitude,Day List
",['N1 9DN'],['07946420827'],Delicious food made with pure vegetarian ingredients.,['http://bit.ly/cjkt0r'],"Education/training, Food (free), Internet access, Leisure facilities",Hare Krishna Food for All,"[['Monday-Friday', ' 12:15pm-2:30pm'], '(LSE and SOAS) ']",Monday-Friday, 12:15pm-2:30pm,(LSE and SOAS) ,"{'results': [{'address_components': [{'long_name': 'Houghton Street', 'short_name': 'Houghton St', 'types': ['route']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 2AE', 'short_name': 'WC2A 2AE', 'types': ['postal_code']}], 'formatted_address': 'Houghton St, Holborn, London WC2A 2AE, UK', 'geometry': {'location': {'lat': 51.5144388, 'lng': -0.1164513}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5157877802915, 'lng': -0.115102319708498}, 'southwest': {'lat': 51.5130898197085, 'lng': -0.117800280291502}}}, 'place_id': 'ChIJWwWza3sadkgR77gsD5ccs70', 'plus_code': {'compound_code': 'GV7M+QC Holborn, London, United Kingdom', 'global_code': '9C3XGV7M+QC'}, 'types': ['establishment', 'point_of_interest', 'university']}], 'status': 'OK'}",True,51.5144388,-0.1164513,"['monday', 'tuesday', 'wednesday', 'thursday']"
29,"
102 Caledonian Road
",['N1 9DN'],['07946420827'],Delicious food made with pure vegetarian ingredients.,['http://bit.ly/cjkt0r'],"Education/training, Food (free), Internet access, Leisure facilities",Hare Krishna Food for All,"[['Monday-Thursday', ' 7:30pm-8:30pm'], '(Lincoln’s Inn Fields)']",Monday-Thursday, 7:30pm-8:30pm,(Lincoln’s Inn Fields),"{'results': [{'address_components': [{'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 3TL', 'short_name': 'WC2A 3TL', 'types': ['postal_code']}], 'formatted_address': ""Lincoln's Inn The Treasury Office, Holborn, London WC2A 3TL, UK"", 'geometry': {'location': {'lat': 51.5167429, 'lng': -0.1143896}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5180918802915, 'lng': -0.113040619708498}, 'southwest': {'lat': 51.5153939197085, 'lng': -0.115738580291502}}}, 'place_id': 'ChIJ2WpivUobdkgR31P_J_jBYkg', 'plus_code': {'compound_code': 'GV8P+M6 London, United Kingdom', 'global_code': '9C3XGV8P+M6'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}",True,51.5167429,-0.1143896,"['monday', 'tuesday', 'wednesday']"
37,"

",[],['07904444194'],"Meals, toiletries, clothes, sleeping bags.",NA,"Food (free), Medical/health",Love to the Nations Ministry,"[['Wednesday', ' 7pm-7:30pm'], '(hot drinks and sandwiches, Charing X)']",Wednesday, 7pm-7:30pm,"(hot drinks and sandwiches, Charing X)","{'results': [{'address_components': [{'long_name': 'Charing Cross', 'short_name': 'Charing Cross', 'types': ['neighborhood', 'political']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}], 'formatted_address': 'Charing Cross, London, UK', 'geometry': {'bounds': {'northeast': {'lat': 51.5135131, 'lng': -0.121372}, 'southwest': {'lat': 51.5064678, 'lng': -0.1292108}}, 'location': {'lat': 51.5090275, 'lng': -0.1255016}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 51.5135131, 'lng': -0.121372}, 'southwest': {'lat': 51.5064678, 'lng': -0.1292108}}}, 'place_id': 'ChIJrStISs4EdkgRvEoozoLVlx0', 'types': ['neighborhood', 'political']}], 'status': 'OK'}",True,51.5090275,-0.1255016,wednesday
37,"

",[],['07904444194'],"Meals, toiletries, clothes, sleeping bags.",NA,"Food (free), Medical/health",Love to the Nations Ministry,"[['Sunday', ' 4pm-4:30pm'], '(alt weeks, Charing X - phone)']",Sunday, 4pm-4:30pm,"(alt weeks, Charing X - phone)","{'results': [{'address_components': [{'long_name': 'Charing Cross', 'short_name': 'Charing Cross', 'types': ['neighborhood', 'political']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}], 'formatted_address': 'Charing Cross, London, UK', 'geometry': {'bounds': {'northeast': {'lat': 51.5135131, 'lng': -0.121372}, 'southwest': {'lat': 51.5064678, 'lng': -0.1292108}}, 'location': {'lat': 51.5090275, 'lng': -0.1255016}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 51.5135131, 'lng': -0.121372}, 'southwest': {'lat': 51.5064678, 'lng': -0.1292108}}}, 'place_id': 'ChIJrStISs4EdkgRvEoozoLVlx0', 'types': ['neighborhood', 'political']}], 'status': 'OK'}",True,51.5090275,-0.1255016,sunday
38,"
1-5 Cosway St
",['NW1 5NR'],['02072623818'],Female-only project. Two hostels with 112 single beds and a day centre with a rough sleepers' drop-in. Activities programme for residents and day centre users. Lift for people with mobility problems to access the day centre.,['http://bit.ly/1mhvhYf'],"Bathroom/showers, Careers advice, Clothing store, Education/training, Food (free), Internet access, Laundry, Luggage storage, Medical/health, Music/drama, Sexual health, Tenancy support, Step-free, Leisure facilities",Marylebone Centre (Church Army),"[['Thursday & Friday', ' 1:30pm-3:30pm'], '(Westminster Adul Education Service – IT, reading, writing)']",Thursday & Friday, 1:30pm-3:30pm,"(Westminster Adul Education Service – IT, reading, writing)","{'results': [{'address_components': [{'long_name': '219', 'short_name': '219', 'types': ['street_number']}, {'long_name': 'Lisson Grove', 'short_name': 'Lisson Grove', 'types': ['route']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'NW8 8LW', 'short_name': 'NW8 8LW', 'types': ['postal_code']}], 'formatted_address': '219 Lisson Grove, London NW8 8LW, UK', 'geometry': {'location': {'lat': 51.5263311, 'lng': -0.1719986}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.5276800802915, 'lng': -0.170649619708498}, 'southwest': {'lat': 51.5249821197085, 'lng': -0.173347580291502}}}, 'partial_match': True, 'place_id': 'ChIJP1iibLoadkgRvHwd2jtlliY', 'plus_code': {'compound_code': 'GRGH+G6 London, United Kingdom', 'global_code': '9C3XGRGH+G6'}, 'types': ['establishment', 'point_of_interest', 'university']}], 'status': 'OK'}",True,51.5263311,-0.1719986,"['thursday', 'friday']"
39,"
46 Manor Road
",['N17 0JJ'],['02088087697'],MOP welcomes one and all.,['https://bit.ly/2KC1GuY'],Food (free),Ministry of Praise,"[['Tuesday', ' 8pm-8:30pm'], '(Lincoln’s Inn Fields)']",Tuesday, 8pm-8:30pm,(Lincoln’s Inn Fields),"{'results': [{'address_components': [{'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 3TL', 'short_name': 'WC2A 3TL', 'types': ['postal_code']}], 'formatted_address': ""Lincoln's Inn The Treasury Office, Holborn, London WC2A 3TL, UK"", 'geometry': {'location': {'lat': 51.5167429, 'lng': -0.1143896}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5180918802915, 'lng': -0.113040619708498}, 'southwest': {'lat': 51.5153939197085, 'lng': -0.115738580291502}}}, 'place_id': 'ChIJ2WpivUobdkgR31P_J_jBYkg', 'plus_code': {'compound_code': 'GV8P+M6 London, United Kingdom', 'global_code': '9C3XGV8P+M6'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}",True,51.5167429,-0.1143896,tuesday
40,"
c/o 177 Bravington Road
",['W9 3AR'],['02089602644'],,NA,Food (free),Missionaries of Charity Soup Kitchens,"[['Monday, Tuesday, Wednesday, Friday', ' 10am-10:30am'], ""(112-116 St George's Road)""]","Monday, Tuesday, Wednesday, Friday", 10am-10:30am,(112-116 St George's Road),"{'results': [{'address_components': [{'long_name': '112-116', 'short_name': '112-116', 'types': ['street_number']}, {'long_name': ""Saint George's Road"", 'short_name': ""St George's Rd"", 'types': ['route']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'SE1 6EU', 'short_name': 'SE1 6EU', 'types': ['postal_code']}], 'formatted_address': ""112-116 St George's Rd, London SE1 6EU, UK"", 'geometry': {'location': {'lat': 51.4965073, 'lng': -0.105093}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.49785628029151, 'lng': -0.103744019708498}, 'southwest': {'lat': 51.49515831970851, 'lng': -0.1064419802915021}}}, 'partial_match': True, 'place_id': 'ChIJQSMw1qIEdkgR90Aa6bgIaM0', 'plus_code': {'compound_code': 'FVWV+JX Elephant and Castle, London, United Kingdom', 'global_code': '9C3XFVWV+JX'}, 'types': ['premise']}], 'status': 'OK'}",True,51.4965073,-0.105093,"['monday', 'tuesday', 'wednesday', 'friday']"
42,"
PO Box 9576
",['SE23 3ZH'],['02084447027'],"Sandwiches, hot drinks and clothes. Helps Croydon-based clients with vocational and educational materials and furniture for resettlement.",['https://bit.ly/2iHxmFf'],"Clothing store, Education/training, Food (free)",Nightwatch,"[['Monday-Sunday', ' 9:30pm-10pm'], ""(Queen's Gardens, Croydon)""]",Monday-Sunday, 9:30pm-10pm,"(Queen's Gardens, Croydon)","{'results': [{'address_components': [{'long_name': ""Queen's Gardens, Croydon"", 'short_name': ""Queen's Gardens, Croydon"", 'types': ['establishment', 'park', 'point_of_interest', 'tourist_attraction']}, {'long_name': 'Park Lane', 'short_name': 'Park Ln', 'types': ['route']}, {'long_name': 'Croydon', 'short_name': 'Croydon', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'CR0 1YJ', 'short_name': 'CR0 1YJ', 'types': ['postal_code']}], 'formatted_address': ""Queen's Gardens, Croydon, Park Ln, Croydon CR0 1YJ, UK"", 'geometry': {'location': {'lat': 51.3720484, 'lng': -0.0976548}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.37339738029149, 'lng': -0.09630581970849797}, 'southwest': {'lat': 51.37069941970849, 'lng': -0.09900378029150203}}}, 'place_id': 'ChIJ35djajQHdkgRUrSXgL19t8M', 'plus_code': {'compound_code': '9WC2+RW Croydon, United Kingdom', 'global_code': '9C3X9WC2+RW'}, 'types': ['establishment', 'park', 'point_of_interest', 'tourist_attraction']}], 'status': 'OK'}",True,51.3720484,-0.0976548,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday', 'saturday']"
45,"
Crypt of St James's Spanish Place Church, 22 George St
",[],['02076306282'],"Hot food, free food, some clothing.",[],"Clothing store, Food (free), Food",Order of Malta Soup Kitchen,"[['Wednesday', ' 6:15am-7:45am'], '(breakfast club, Challoner Room, 24 Golden Square W1F 9JR)']",Wednesday, 6:15am-7:45am,"(breakfast club, Challoner Room, 24 Golden Square W1F 9JR)","{'results': [{'address_components': [{'long_name': 'The Presbytery', 'short_name': 'The Presbytery', 'types': ['premise']}, {'long_name': '24', 'short_name': '24', 'types': ['street_number']}, {'long_name': 'Golden Square', 'short_name': 'Golden Square', 'types': ['route']}, {'long_name': 'Soho', 'short_name': 'Soho', 'types': ['neighborhood', 'political']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'W1F 9JR', 'short_name': 'W1F 9JR', 'types': ['postal_code']}], 'formatted_address': 'The Presbytery, 24 Golden Square, Soho, London W1F 9JR, UK', 'geometry': {'bounds': {'northeast': {'lat': 51.5114227, 'lng': -0.1375196}, 'southwest': {'lat': 51.51130449999999, 'lng': -0.1377274}}, 'location': {'lat': 51.5113687, 'lng': -0.1376092}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.5127125802915, 'lng': -0.136274519708498}, 'southwest': {'lat': 51.5100146197085, 'lng': -0.138972480291502}}}, 'partial_match': True, 'place_id': 'ChIJgzkFTNQEdkgREQIUZ-mGjRs', 'types': ['premise']}], 'status': 'OK'}",True,51.5113687,-0.1376092,wednesday
45,"
Crypt of St James's Spanish Place Church, 22 George St
",[],['02076306282'],"Hot food, free food, some clothing.",[],"Clothing store, Food (free), Food",Order of Malta Soup Kitchen,"[['Thursday', ' 7:30pm-9pm'], '(café, St James’s, Spanish Place, W1U 3QY)']",Thursday, 7:30pm-9pm,"(café, St James’s, Spanish Place, W1U 3QY)","{'results': [{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'George Street', 'short_name': 'George St', 'types': ['route']}, {'long_name': 'Marylebone', 'short_name': 'Marylebone', 'types': ['neighborhood', 'political']}, {'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'W1U 3QY', 'short_name': 'W1U 3QY', 'types': ['postal_code']}], 'formatted_address': 'Spanish Place, 22 George St, Marylebone, London W1U 3QY, UK', 'geometry': {'location': {'lat': 51.51827189999999, 'lng': -0.1523676}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.5196208802915, 'lng': -0.151018619708498}, 'southwest': {'lat': 51.5169229197085, 'lng': -0.153716580291502}}}, 'place_id': 'ChIJs7PCd9IadkgRnYSBfN33VYc', 'plus_code': {'compound_code': 'GR9X+83 Marylebone, London, United Kingdom', 'global_code': '9C3XGR9X+83'}, 'types': ['church', 'establishment', 'place_of_worship', 'point_of_interest', 'tourist_attraction']}], 'status': 'OK'}",True,51.51827189999999,-0.1523676,thursday
49,"
25 Cricklewood Lane
",['NW2 1HP'],['08445001744'],"Helps the poor, needy, sick and aged, irrespective of caste, creed or colour. Serves Indian food, rice and bhaji, hot and cold drinks, chocolates and fruit.",['http://bit.ly/1K49cfn'],Food (free),Sadhu Vaswani Centre,"[['Wednesday', ' 8pm-8:30pm'], ""(Lincoln's Inn Fields)""]",Wednesday, 8pm-8:30pm,(Lincoln's Inn Fields),"{'results': [{'address_components': [{'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 3TL', 'short_name': 'WC2A 3TL', 'types': ['postal_code']}], 'formatted_address': ""Lincoln's Inn The Treasury Office, Holborn, London WC2A 3TL, UK"", 'geometry': {'location': {'lat': 51.5167429, 'lng': -0.1143896}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5180918802915, 'lng': -0.113040619708498}, 'southwest': {'lat': 51.5153939197085, 'lng': -0.115738580291502}}}, 'place_id': 'ChIJ2WpivUobdkgR31P_J_jBYkg', 'plus_code': {'compound_code': 'GV8P+M6 London, United Kingdom', 'global_code': '9C3XGV8P+M6'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}",True,51.5167429,-0.1143896,wednesday
51,"
Yoakley Rd
",['N16 0BD'],['02088008422'],,['http://bit.ly/XX1OwW'],,Seventh Day Adventist Church (Stoke Newington),"[['Sunday', ' 7pm-7:30pm'], '(Lincoln’s Inn Fields)']",Sunday, 7pm-7:30pm,(Lincoln’s Inn Fields),"{'results': [{'address_components': [{'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 3TL', 'short_name': 'WC2A 3TL', 'types': ['postal_code']}], 'formatted_address': ""Lincoln's Inn The Treasury Office, Holborn, London WC2A 3TL, UK"", 'geometry': {'location': {'lat': 51.5167429, 'lng': -0.1143896}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5180918802915, 'lng': -0.113040619708498}, 'southwest': {'lat': 51.5153939197085, 'lng': -0.115738580291502}}}, 'place_id': 'ChIJ2WpivUobdkgR31P_J_jBYkg', 'plus_code': {'compound_code': 'GV8P+M6 London, United Kingdom', 'global_code': '9C3XGV8P+M6'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}",True,51.5167429,-0.1143896,sunday
52,"
2 Wadsworth Road, Perivale
",['UB6 7JD'],['02085788088'],Wonderful vegetarian curries!,['https://bit.ly/2Xg2E7C'],Food (free),Shree Jalaram Mandir,"[['Tuesday', ' 6:30pm-7pm'], ""(Lincoln's Inn Fields)""]",Tuesday, 6:30pm-7pm,(Lincoln's Inn Fields),"{'results': [{'address_components': [{'long_name': 'London', 'short_name': 'London', 'types': ['postal_town']}, {'long_name': 'Holborn', 'short_name': 'Holborn', 'types': ['neighborhood', 'political']}, {'long_name': 'Greater London', 'short_name': 'Greater London', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'England', 'short_name': 'England', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Kingdom', 'short_name': 'GB', 'types': ['country', 'political']}, {'long_name': 'WC2A 3TL', 'short_name': 'WC2A 3TL', 'types': ['postal_code']}], 'formatted_address': ""Lincoln's Inn The Treasury Office, Holborn, London WC2A 3TL, UK"", 'geometry': {'location': {'lat': 51.5167429, 'lng': -0.1143896}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.5180918802915, 'lng': -0.113040619708498}, 'southwest': {'lat': 51.5153939197085, 'lng': -0.115738580291502}}}, 'place_id': 'ChIJ2WpivUobdkgR31P_J_jBYkg', 'plus_code': {'compound_code': 'GV8P+M6 London, United Kingdom', 'global_code': '9C3XGV8P+M6'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}",True,51.5167429,-0.1143896,tuesday
52,"
2 Wadsworth Road, Perivale
